filename,x1,x2,y1,y2,max_x,max_y
6TJbZR5ssD_b.tif,75502,75862,64928,65279,82688,197888
GSbspIdpdO_b.tif,10486,10878,31534,32633,82688,197888
GSbspIdpdO_b.tif,11346,12297,28170,29979,82688,197888
GSbspIdpdO_b.tif,55759,56451,6179,7730,82688,197888
GSbspIdpdO_b.tif,27726,30686,85211,86891,82688,197888
UAlysXQVNW_a.tif,80878,81461,8368,8927,82944,198144
UAlysXQVNW_b.tif,76931,77590,15480,16177,82944,198144
UAlysXQVNW_b.tif,6316,6619,63666,64069,82944,198144
vlRYosLjRC_a.tif,17876,18702,80579,81294,82688,197888
vlRYosLjRC_a.tif,79169,79958,84264,84749,82688,197888
vlRYosLjRC_a.tif,81200,82035,84287,85067,82688,197888
vlRYosLjRC_a.tif,26873,27520,138938,139527,82688,197888
vlRYosLjRC_a.tif,69565,70029,126502,126995,82688,197888
vlRYosLjRC_a.tif,72127,73142,147709,148545,82688,197888
HpWI7vJms2_a.tif,71182,71902,57113,57462,82688,190208
TL57bR1fqg_a.tif,42811,43291,24673,25415,82688,198144
TL57bR1fqg_a.tif,64815,67019,16385,19221,82688,198144
TL57bR1fqg_a.tif,76625,77621,18364,19026,82688,198144
hysohkj7zY_b.tif,32764,33433,135652,136120,82688,197888
hysohkj7zY_b.tif,80010,80391,133635,134086,82688,197888
1tY1SMUiV3_a.tif,11689,12208,41988,43036,82688,197888
1tY1SMUiV3_a.tif,46020,46677,27230,27960,82688,197888
1tY1SMUiV3_a.tif,62721,63204,38709,39557,82688,197888
1tY1SMUiV3_a.tif,20208,20988,77453,78347,82688,197888
1tY1SMUiV3_a.tif,63149,63865,96712,97730,82688,197888
1tY1SMUiV3_a.tif,71877,72656,155159,156108,82688,197888
jxScBZDWQ8_a.tif,31383,35152,63225,65428,82688,198144
jxScBZDWQ8_a.tif,23020,24116,12578,13664,82688,198144
jxScBZDWQ8_a.tif,28663,29237,8085,8653,82688,198144
jxScBZDWQ8_a.tif,66477,67597,17298,18512,82688,198144
jxScBZDWQ8_a.tif,69998,70889,14897,15798,82688,198144
jxScBZDWQ8_a.tif,70589,71452,13820,14589,82688,198144
jxScBZDWQ8_a.tif,71721,74389,11493,13448,82688,198144
jxScBZDWQ8_a.tif,21399,22772,124203,125297,82688,198144
jxScBZDWQ8_a.tif,22466,23447,122102,123360,82688,198144
jxScBZDWQ8_a.tif,23755,27247,122279,123819,82688,198144
jxScBZDWQ8_a.tif,77908,81567,68257,70000,82688,198144
jxScBZDWQ8_a.tif,67071,68632,123788,125458,82688,198144
jxScBZDWQ8_a.tif,68736,72672,121329,123448,82688,198144
J9h1QNwKoY_b.tif,71232,72966,159497,160819,82944,197632
J9h1QNwKoY_b.tif,17203,17720,169011,169400,82944,197632
1Glok0uajd_a.tif,10695,11363,34365,34864,82688,187136
1Glok0uajd_a.tif,12503,13222,35177,35857,82688,187136
1Glok0uajd_a.tif,62002,63242,82973,83689,82688,187136
1Glok0uajd_a.tif,13599,15943,81526,82973,82688,187136
1Glok0uajd_a.tif,39391,40193,101395,102048,82688,187136
1Glok0uajd_a.tif,39568,40521,141478,142504,82688,187136
1Glok0uajd_b.tif,66455,67493,86990,88045,82688,187136
1Glok0uajd_b.tif,68757,70716,41922,43345,82688,187136
1Glok0uajd_b.tif,21728,24008,39213,41474,82688,187136
1Glok0uajd_b.tif,25151,26403,81845,82837,82688,187136
1Glok0uajd_b.tif,73586,74224,111805,112348,82688,187136
1Glok0uajd_b.tif,75604,76505,157886,158569,82688,187136
1Glok0uajd_b.tif,31941,32668,150779,151475,82688,187136
lNx85pEvBS_a.tif,70868,71812,84823,85921,82944,197632
lNx85pEvBS_a.tif,11675,12914,90720,91891,82944,197632
hMaJfChgbp_a.tif,64580,65697,185990,186857,82688,198144
hMaJfChgbp_a.tif,15209,16055,183990,185253,82688,198144
d8nGUtryeP_a.tif,15222,15615,15665,16148,82688,198144
d8nGUtryeP_a.tif,65981,66426,15049,15442,82688,198144
d8nGUtryeP_b.tif,4061,4658,4520,4984,82688,198144
LuzbnmLjVW_a.tif,19582,20571,184817,185848,82688,197632
LuzbnmLjVW_a.tif,66352,67576,179282,180547,82688,197632
OXCUbLOBGD_b.tif,7088,7895,31165,31799,82688,197632
OXCUbLOBGD_b.tif,33743,34488,20678,21300,82688,197632
OXCUbLOBGD_b.tif,49559,50358,18837,19500,82688,197632
OXCUbLOBGD_b.tif,74788,75659,60565,61516,82688,197632
OXCUbLOBGD_b.tif,57530,59821,70698,73156,82688,197632
OXCUbLOBGD_b.tif,19428,22541,84749,86938,82688,197632
OXCUbLOBGD_b.tif,21828,22601,82245,82869,82688,197632
OXCUbLOBGD_b.tif,68012,68957,140258,141058,82688,197632
OXCUbLOBGD_b.tif,66432,67690,139156,140454,82688,197632
P6q9YockQP_a.tif,27457,28130,15631,16222,82688,197888
P6q9YockQP_a.tif,81190,81856,7524,8153,82688,197888
WipCgQtJPE_b.tif,25648,26120,118162,118743,73728,198144
HXg0IHq2ed_a.tif,31134,32648,30166,30982,82688,188928
HXg0IHq2ed_a.tif,6483,7469,93930,94646,82688,188928
HXg0IHq2ed_a.tif,53387,54624,76074,76902,82688,188928
w3DXwGBBdw_b.tif,6623,7294,14851,15530,82688,197632
w3DXwGBBdw_b.tif,63960,64639,12369,13177,82688,197632
w3DXwGBBdw_b.tif,60657,61644,73270,74175,82688,197632
DZLwcK43gz_a.tif,2948,3689,192854,193595,82688,197888
DZLwcK43gz_a.tif,53908,54717,186949,187750,82688,197888
DZLwcK43gz_b.tif,8655,9433,189208,190202,82688,197888
DZLwcK43gz_b.tif,54021,54776,192443,193208,82688,197888
lGm6TmVXhe_b.tif,61772,63628,93245,94918,82688,197888
lGm6TmVXhe_b.tif,14957,16552,96925,98291,82688,197888
lDSTGinBH9_b.tif,11467,12205,32309,33062,82944,198144
FqSbTQijxP_a.tif,29613,30509,189064,189586,82688,195328
OypuRMZ1of_b.tif,17188,17985,30050,30786,82688,183552
OypuRMZ1of_b.tif,28269,28862,15484,16258,82688,183552
OypuRMZ1of_b.tif,15621,16482,78483,79295,82688,183552
qmuMj8nClq_a.tif,71069,71689,30283,31323,82688,197888
9YyMyBInqO_b.tif,65321,65970,34804,35426,80128,197888
9YyMyBInqO_b.tif,66034,66727,34958,35471,80128,197888
4q4lgKXbiH_a.tif,66655,67388,28633,29201,83200,197888
4q4lgKXbiH_b.tif,14925,15734,33552,34465,83200,197888
4q4lgKXbiH_b.tif,77030,77884,25204,26135,83200,197888
